c0_left	 c0_right	 c_front	 c_back	 c_mean	 dcdx_mean	 p0	 dNu
3.0006e-005	2.9994e-005	2.89298e-005	2.89298e-005	2.89298e-005	5.80739e-006	3.16228e-014	5.01687e-007
3.0006e-005	2.9994e-005	2.86624e-005	2.86623e-005	2.86623e-005	5.97567e-006	3.98107e-014	5.20942e-007
3.0006e-005	2.9994e-005	2.8331e-005	2.83309e-005	2.8331e-005	6.18269e-006	5.01187e-014	5.4513e-007
3.0006e-005	2.9994e-005	2.79222e-005	2.79221e-005	2.79221e-005	6.43589e-006	6.30957e-014	5.75494e-007
3.0006e-005	2.9994e-005	2.74203e-005	2.74202e-005	2.74202e-005	6.7433e-006	7.94328e-014	6.13569e-007
3.0006e-005	2.9994e-005	2.68079e-005	2.68078e-005	2.68078e-005	7.11306e-006	1e-013	6.61243e-007
3.0006e-005	2.9994e-005	2.60663e-005	2.60662e-005	2.60663e-005	7.55262e-006	1.25893e-013	7.20801e-007
3.0006e-005	2.9994e-005	2.51763e-005	2.51762e-005	2.51763e-005	8.06773e-006	1.58489e-013	7.95002e-007
3.0006e-005	2.9994e-005	2.41201e-005	2.412e-005	2.41201e-005	8.66019e-006	1.99526e-013	8.87016e-007
3.0006e-005	2.9994e-005	2.28835e-005	2.28834e-005	2.28834e-005	9.3258e-006	2.51189e-013	1.00039e-006
3.0006e-005	2.9994e-005	2.14579e-005	2.14578e-005	2.14579e-005	1.00517e-005	3.16228e-013	1.13883e-006
3.0006e-005	2.9994e-005	1.9845e-005	1.98449e-005	1.98449e-005	1.08131e-005	3.98107e-013	1.30566e-006
3.0006e-005	2.9994e-005	1.80587e-005	1.80586e-005	1.80587e-005	1.1571e-005	5.01187e-013	1.50296e-006
3.0006e-005	2.9994e-005	1.61286e-005	1.61285e-005	1.61285e-005	1.22712e-005	6.30957e-013	1.73009e-006
3.0006e-005	2.9994e-005	1.40998e-005	1.40997e-005	1.40998e-005	1.2846e-005	7.94328e-013	1.9816e-006
3.0006e-005	2.9994e-005	1.20317e-005	1.20316e-005	1.20317e-005	1.32193e-005	1e-012	2.2448e-006
3.0006e-005	2.9994e-005	9.99315e-006	9.99302e-006	9.99309e-006	1.33158e-005	1.25893e-012	2.49758e-006
3.0006e-005	2.9994e-005	8.05455e-006	8.05442e-006	8.05449e-006	1.30731e-005	1.58489e-012	2.70825e-006
3.0006e-005	2.9994e-005	6.28134e-006	6.28122e-006	6.28128e-006	1.24553e-005	1.99526e-012	2.83863e-006
3.0006e-005	2.9994e-005	4.72471e-006	4.7246e-006	4.72465e-006	1.14649e-005	2.51189e-012	2.85244e-006
3.0006e-005	2.9994e-005	3.41601e-006	3.41591e-006	3.41596e-006	1.01495e-005	3.16228e-012	2.72683e-006
3.0006e-005	2.9994e-005	2.36527e-006	2.36519e-006	2.36523e-006	8.60047e-006	3.98107e-012	2.46312e-006
3.0006e-005	2.9994e-005	1.5619e-006	1.56183e-006	1.56187e-006	6.94236e-006	5.01187e-012	2.09075e-006
3.0006e-005	2.9994e-005	9.78981e-007	9.78928e-007	9.78955e-007	5.31345e-006	6.30957e-012	1.66098e-006
3.0006e-005	2.9994e-005	5.79255e-007	5.79217e-007	5.79236e-007	3.84137e-006	7.94328e-012	1.23241e-006
3.0006e-005	2.9994e-005	3.21517e-007	3.21491e-007	3.21504e-007	2.61945e-006	1e-011	8.54731e-007
3.0006e-005	2.9994e-005	1.66209e-007	1.66193e-007	1.66201e-007	1.69095e-006	1.25893e-011	5.57457e-007
3.0006e-005	2.9994e-005	7.9353e-008	7.93426e-008	7.93478e-008	1.04613e-006	1.58489e-011	3.46871e-007
3.0006e-005	2.9994e-005	3.46721e-008	3.46658e-008	3.4669e-008	6.34833e-007	1.99526e-011	2.11123e-007
3.0006e-005	2.9994e-005	1.37255e-008	1.37216e-008	1.37235e-008	3.88033e-007	2.51189e-011	1.29226e-007
3.0006e-005	2.9994e-005	4.86867e-009	4.86626e-009	4.86746e-009	2.41121e-007	3.16228e-011	8.03475e-008
3.0006e-005	2.9994e-005	1.53056e-009	1.52907e-009	1.52982e-009	1.48805e-007	3.98107e-011	4.95965e-008
3.0006e-005	2.9994e-005	4.22105e-010	4.21234e-010	4.2167e-010	8.71345e-008	5.01187e-011	2.9044e-008
3.0006e-005	2.9994e-005	1.01395e-010	1.00932e-010	1.01164e-010	4.63056e-008	6.30957e-011	1.54351e-008
3.0006e-005	2.9994e-005	2.1221e-011	2.10041e-011	2.11126e-011	2.16909e-008	7.94328e-011	7.23031e-009
3.0006e-005	2.9994e-005	3.93186e-012	3.84307e-012	3.88747e-012	8.87938e-009	1e-010	2.95979e-009
3.0006e-005	2.9994e-005	6.74864e-013	6.42545e-013	6.58704e-013	3.2319e-009	1.25893e-010	1.0773e-009
3.0006e-005	2.9994e-005	1.17231e-013	1.0625e-013	1.11741e-013	1.09809e-009	1.58489e-010	3.66031e-010
3.0006e-005	2.9994e-005	2.33201e-014	1.95721e-014	2.14461e-014	3.748e-010	1.99526e-010	1.24933e-010
3.0006e-005	2.9994e-005	5.83077e-015	4.46113e-015	5.14595e-015	1.36963e-010	2.51189e-010	4.56544e-011
3.0006e-005	2.9994e-005	1.84042e-015	1.29081e-015	1.56561e-015	5.49609e-011	3.16228e-010	1.83203e-011
3.0006e-005	2.9994e-005	7.00128e-016	4.57728e-016	5.78928e-016	2.42399e-011	3.98107e-010	8.07998e-012
3.0006e-005	2.9994e-005	3.09785e-016	1.91925e-016	2.50855e-016	1.17861e-011	5.01187e-010	3.92868e-012
3.0006e-005	2.9994e-005	1.5744e-016	9.35354e-017	1.25488e-016	6.39045e-012	6.30957e-010	2.13015e-012
3.0006e-005	2.9994e-005	9.11321e-017	5.23195e-017	7.17258e-017	3.88126e-012	7.94328e-010	1.29375e-012
3.0006e-005	2.9994e-005	5.88782e-017	3.29425e-017	4.59104e-017	2.59358e-012	1e-009	8.64526e-013
3.00075e-005	2.99925e-005	2.96551e-005	2.9655e-005	2.9655e-005	7.04809e-006	1e-014	5.94153e-007
3.00075e-005	2.99925e-005	2.95668e-005	2.95667e-005	2.95667e-005	7.10305e-006	1.25893e-014	6.00563e-007
3.00075e-005	2.99925e-005	2.94562e-005	2.94561e-005	2.94561e-005	7.17174e-006	1.58489e-014	6.08629e-007
3.00075e-005	2.99925e-005	2.93178e-005	2.93177e-005	2.93178e-005	7.25741e-006	1.99526e-014	6.18775e-007
3.00075e-005	2.99925e-005	2.91451e-005	2.9145e-005	2.9145e-005	7.36397e-006	2.51189e-014	6.31534e-007
3.00075e-005	2.99925e-005	2.89299e-005	2.89298e-005	2.89298e-005	7.49615e-006	3.16228e-014	6.47574e-007
3.00075e-005	2.99925e-005	2.86624e-005	2.86623e-005	2.86623e-005	7.65946e-006	3.98107e-014	6.6773e-007
3.00075e-005	2.99925e-005	2.8331e-005	2.83309e-005	2.8331e-005	7.86027e-006	5.01187e-014	6.93043e-007
